Gene	SJMMALZ058765_G1	SJMMALZ058766_G1	SJMMALZ058768_G1	SJMMALZ058769_G1	SJMMALZ058771_G1	SJMMALZ058772_G1	SJMMALZ058773_G1	SJMMALZ058774_G1	SJMMALZ058775_G1	SJMMALZ058776_G1	SJMMALZ058778_G1	SJMMALZ058779_G1	SJMMALZ058780_G1	SJMMALZ058781_G1	SJMMALZ058782_G1
ENSMUSG00000040464	1548	1267	1723	1539	913	1233	1031	1347	1847	2113	962	1764	1380	1455	881
ENSMUSG00000040466	987	932	997	1395	561	951	827	906	1007	1390	678	1267	928	1026	699
ENSMUSG00000067235	16	9	37	59	2	20	17	5	37	110	15	87	66	74	16
ENSMUSG00000040467	93	80	84	105	62	47	63	72	73	104	35	63	74	73	45
ENSMUSG00000067231	0	2	0	0	0	0	1	0	1	0	0	0	0	1	1
ENSMUSG00000074807	256	279	365	322	196	293	214	292	312	390	161	349	202	258	172
ENSMUSG00000059751	1353	1473	1573	1615	943	1184	1328	1427	1827	2414	958	2254	1314	1640	932
ENSMUSG00000040452	1580	1413	2146	1076	1334	1466	1165	2130	1707	2136	941	1238	1605	2042	729
ENSMUSG00000040451	6373	7606	8303	7930	3856	5119	5528	4925	6312	7859	3972	6628	5721	5828	3537
ENSMUSG00000074804	0	11	1	2	1	1	0	2	1	0	0	6	1	6	0
ENSMUSG00000067229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074805	28	12	35	17	20	22	5	38	31	64	33	35	26	11	20
ENSMUSG00000074800	2946	3246	3804	4557	2108	2691	2883	3131	4329	5338	2190	5362	3084	3733	2080
ENSMUSG00000069248	5	2	2	14	0	1	14	5	8	1	1	2	0	2	1
ENSMUSG00000074802	443	387	537	545	271	488	323	576	664	1432	237	838	532	768	226
ENSMUSG00000046952	13	29	20	16	16	21	16	14	33	46	8	14	17	30	5
ENSMUSG00000046957	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046958	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ENSMUSG00000046959	404	286	371	447	197	339	304	278	423	464	244	335	347	358	156
ENSMUSG00000040455	7178	7441	8583	7035	4714	6884	5096	6513	7718	9499	4443	7666	6291	7798	3961
ENSMUSG00000067224	32	32	41	39	11	30	26	19	27	33	35	62	40	52	22
ENSMUSG00000040456	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000067225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040459	13918	13290	17896	18809	9386	12534	13194	12671	16152	20650	9530	17479	12881	15169	8041
ENSMUSG00000067220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046985	8223	9079	10630	9899	6107	7755	7014	7925	8263	11469	5409	9950	7822	9356	5145
ENSMUSG00000046982	6769	4740	6705	4786	4188	5667	4644	7301	6879	7762	3976	7008	4696	5646	3712
ENSMUSG00000046980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040482	2654	2946	3025	4112	1700	2044	2297	2025	2372	3503	1881	2821	2520	2600	1644
ENSMUSG00000040483	1116	845	1358	1333	848	1028	1117	1355	2313	2561	646	2762	2197	2796	818
ENSMUSG00000059768	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000040485	2	1	0	1	0	0	0	0	11	1	0	1	0	4	0
ENSMUSG00000059762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065159	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
ENSMUSG00000040481	17405	20686	22032	19829	12858	17374	14487	18192	19668	26522	11821	19983	16936	21319	9588
ENSMUSG00000039801	10344	11028	13297	14234	8058	10302	9772	10938	11689	16886	7205	11179	9600	12536	6150
ENSMUSG00000059763	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000065155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065156	9	9	7	9	2	8	16	7	7	14	9	8	4	4	8
ENSMUSG00000067299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039804	10535	11207	12074	14007	6153	8473	8327	7777	9495	12523	7052	11092	9920	9628	6410
ENSMUSG00000065158	0	0	0	0	0	0	0	0	9	0	1	0	1	0	1
ENSMUSG00000067297	141	242	193	247	70	174	107	107	114	195	122	160	173	138	143
ENSMUSG00000059769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040489	60	41	70	58	22	27	12	21	33	39	25	22	33	23	13
ENSMUSG00000039809	80716	93506	102276	98622	56726	75475	62865	68105	62952	96410	58003	67673	67984	61965	50765
ENSMUSG00000040488	15934	15388	18608	24596	9819	12183	14098	12169	12865	19483	11101	16080	13301	12066	9649
ENSMUSG00000065154	9	8	7	7	3	7	4	6	3	7	9	8	6	1	6
ENSMUSG00000065150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067292	0	0	1	4	0	0	0	1	1	0	0	0	0	4	0
ENSMUSG00000046974	0	11	0	4	1	1	0	0	6	10	2	6	0	1	0
ENSMUSG00000046975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046971	6	9	7	14	1	7	3	8	0	6	6	21	16	4	10
ENSMUSG00000040473	2845	3429	3816	4555	2026	2878	2846	2600	4601	4489	2207	3374	2569	3103	1724
ENSMUSG00000040471	15	16	9	18	4	27	17	15	33	21	18	11	10	17	21
ENSMUSG00000040472	6899	7346	8363	9398	5312	6249	6074	7202	7184	10613	5178	8216	7962	7669	5098
ENSMUSG00000039810	2162	2282	2732	2990	1614	2067	1991	2097	2309	3040	1723	2697	2199	2527	1584
ENSMUSG00000059776	2476	2575	3185	3885	1841	2074	2416	2559	3259	4696	1843	3936	2665	3164	1710
ENSMUSG00000059775	515	466	598	785	269	482	420	547	651	895	369	918	572	512	309
ENSMUSG00000039813	1170	1627	1740	2342	984	1015	1509	1501	1925	2311	993	1640	1483	1798	1208
ENSMUSG00000065149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039814	39	27	39	14	16	48	30	26	26	104	33	54	39	21	35
ENSMUSG00000059772	1986	1992	2820	3131	1579	1931	2093	2248	2472	3455	1554	2877	2024	2345	1389
ENSMUSG00000065146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067285	3	13	11	6	7	2	1	2	12	3	12	13	7	4	1
ENSMUSG00000065147	109	122	246	212	114	104	124	81	138	163	81	131	108	170	72
ENSMUSG00000040479	125542	149920	156458	178888	82899	113545	108601	100942	90330	166389	95835	121583	112074	86681	78974
ENSMUSG00000065145	0	4	8	16	3	0	3	1	6	24	1	8	1	6	3
ENSMUSG00000067288	5657	5739	7299	8346	3414	5027	5239	5975	7796	10645	4167	9964	6269	6769	3756
ENSMUSG00000040478	1	4	0	0	0	1	0	0	0	0	0	1	0	0	0
ENSMUSG00000065143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039824	2291	2370	3118	3542	1921	2062	2146	2380	2325	3505	1836	2572	2600	2717	1711
ENSMUSG00000065138	7	7	12	18	3	3	5	11	18	14	6	13	12	3	9
ENSMUSG00000069294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069295	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000069296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065139	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0
ENSMUSG00000069297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069291	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042605	19749	20411	22364	23344	13184	16874	16437	18408	17591	23637	12928	20060	19887	19207	12593
ENSMUSG00000042604	3642	3094	3651	3083	1970	3234	1994	2530	3465	3743	2089	4353	2161	2481	1939
ENSMUSG00000065130	1	2	3	3	1	0	0	4	0	9	0	0	0	3	0
ENSMUSG00000065131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000067279	5936	10511	7556	12566	4136	6339	6466	5765	6032	11181	4039	7568	5746	6970	4227
ENSMUSG00000067276	729	388	632	678	405	599	615	712	1137	850	330	639	465	760	338
ENSMUSG00000039828	1801	1756	2309	1847	1338	1717	1349	1708	1709	2248	1181	2036	1682	2065	1151
ENSMUSG00000067274	21927	21686	25634	32958	13490	18766	19142	20251	28168	40439	15715	36490	23487	28236	13983
ENSMUSG00000039826	3822	4466	4965	4906	2918	4198	3721	4030	4025	5650	2850	4893	3587	3950	2521
ENSMUSG00000042608	6048	10793	7374	13490	4348	5511	7284	5522	4853	11004	5599	8001	7495	8017	5318
ENSMUSG00000042607	136	168	65	172	62	129	76	76	87	263	105	138	106	109	108
ENSMUSG00000042606	3973	4277	5312	5575	3261	3800	4047	4020	4228	5461	2685	4762	3875	4391	2953
ENSMUSG00000046991	135	172	139	243	141	140	128	101	154	201	121	194	172	216	92
ENSMUSG00000046993	16	8	2	19	4	10	3	11	47	43	2	53	24	8	9
ENSMUSG00000046994	685	916	981	1000	535	876	688	818	1001	1394	626	1136	833	1044	638
ENSMUSG00000069289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059791	448	426	501	689	297	454	433	417	505	714	297	578	405	440	265
ENSMUSG00000046997	556	464	555	641	340	403	333	498	422	629	369	522	356	440	260
ENSMUSG00000069288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039834	5720	5153	6135	7396	3394	4172	4889	4558	4363	6722	3622	5252	4789	5252	3422
ENSMUSG00000059796	32130	36786	41188	44177	20720	28796	26545	27906	32499	44706	22368	40463	30265	32484	19671
ENSMUSG00000039835	5035	5760	5794	7217	2827	3849	3937	3295	4407	5709	3091	5197	3573	4698	2952
ENSMUSG00000065127	1	0	0	0	1	1	0	0	1	0	0	0	0	1	0
ENSMUSG00000040490	4622	5807	4719	5858	2573	3304	2647	2768	3629	3843	2550	4158	4270	2996	2166
ENSMUSG00000065126	96	142	135	210	94	76	155	108	134	212	69	183	116	122	58
ENSMUSG00000040495	7837	8958	8740	11505	4912	5135	7796	5962	5417	10199	5755	7979	7238	7527	5398
ENSMUSG00000039830	3231	2141	3043	3107	1719	2507	3334	2656	4164	4994	1694	5442	2504	4543	1853
ENSMUSG00000069282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039831	3454	3719	4395	4600	2051	3666	2523	3057	4140	5506	2186	3874	2914	3614	2136
ENSMUSG00000069280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065121	64	48	62	49	26	56	46	45	71	103	45	76	49	32	30
ENSMUSG00000040498	5	4	23	4	7	1	1	12	16	4	4	13	19	0	2
ENSMUSG00000039838	8831	9226	11223	11227	7263	8293	7423	9316	7919	12484	6790	8929	9499	9071	6112
ENSMUSG00000065124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046999	2519	2921	3938	2710	2271	3099	2284	2683	2853	3790	2162	2572	2099	2525	2206
ENSMUSG00000067261	0	1	0	1	0	13	0	0	0	5	0	11	0	0	5
ENSMUSG00000067262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074890	1051	875	1129	968	774	786	630	898	1114	1191	530	997	896	834	462
ENSMUSG00000074892	6678	4236	6319	4541	3956	5482	5550	6780	7359	9311	3218	12580	5658	9255	3691
ENSMUSG00000039849	8564	7642	9483	11010	5842	7120	7992	9011	9136	12265	6007	10479	8445	9544	5771
ENSMUSG00000039841	1062	1462	1425	1490	927	1110	1119	1014	1348	1870	800	1512	1116	1535	608
ENSMUSG00000039840	11494	13026	14535	11584	8456	11245	9597	11298	11728	16605	7826	11995	11135	12690	5810
ENSMUSG00000039842	1876	2230	2535	2203	1273	1881	1546	1610	1930	2705	1266	2044	1742	1784	1062
ENSMUSG00000039844	31400	30176	34711	36825	18530	23026	24642	26050	23243	35426	18429	27788	26279	27048	18309
ENSMUSG00000053508	0	0	0	0	3	0	2	1	0	2	0	0	3	0	1
ENSMUSG00000074895	0	2	4	0	2	0	0	3	2	3	0	2	1	0	0
ENSMUSG00000074896	1322	1334	2143	2242	751	1320	1089	1795	2708	4633	1067	4419	4396	3625	806
ENSMUSG00000074899	512	603	498	601	425	480	449	485	392	846	455	596	428	400	344
ENSMUSG00000090393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090394	231	210	246	335	106	194	145	153	280	297	115	283	138	259	108
ENSMUSG00000090395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090397	187	136	209	195	108	134	150	206	202	299	148	166	134	227	98
ENSMUSG00000090398	0	0	0	0	1	1	0	0	0	0	3	0	0	0	0
ENSMUSG00000090399	95	81	81	95	60	76	92	112	110	156	40	97	127	133	29
ENSMUSG00000039854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039853	70	76	97	94	24	66	64	93	116	274	56	190	153	150	34
ENSMUSG00000039852	28110	30835	34234	36614	19136	22473	24562	25008	26791	36564	18555	29607	29603	31344	17392
ENSMUSG00000039851	91	49	51	87	33	56	62	61	216	100	51	119	67	126	37
ENSMUSG00000053510	23832	26921	29481	29632	16442	23170	20501	22169	27263	35693	15335	29211	22185	28704	13278
ENSMUSG00000053519	4063	3738	5359	4794	2968	3479	3486	4888	3943	5603	2710	4677	3910	4370	2743
ENSMUSG00000090390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039850	6862	7113	8798	8630	4779	6580	5948	6476	6728	9128	5104	7189	6352	6384	4248
ENSMUSG00000090392	0	1	0	0	1	1	0	8	7	2	1	2	1	3	4
ENSMUSG00000090391	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0
ENSMUSG00000074871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030996	0	1	16	4	1	2	9	0	1	5	1	3	1	0	0
ENSMUSG00000030994	442	329	325	240	262	330	472	368	765	648	169	1263	411	817	349
ENSMUSG00000053528	4	19	12	8	8	6	12	11	6	18	6	16	14	15	18
ENSMUSG00000053522	26	39	37	51	26	24	29	11	10	16	7	19	13	16	12
ENSMUSG00000039865	9	5	11	6	1	14	6	12	58	12	8	22	13	40	5
ENSMUSG00000074876	309	278	315	522	194	359	306	373	393	489	202	431	247	410	204
ENSMUSG00000074877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039860	13954	13554	14573	17771	8259	10724	10745	10985	10605	15250	8181	12345	10820	10612	7758
ENSMUSG00000030990	2350	2592	2805	3241	1517	2173	2130	1994	2720	3472	1633	3200	2348	2516	1569
ENSMUSG00000074872	665	1027	984	1367	444	780	620	437	816	1086	561	1166	732	816	535
ENSMUSG00000074873	1525	1587	2111	2170	1013	1371	1314	1295	1579	1938	1145	1784	1396	1379	1113
ENSMUSG00000074874	121	265	166	286	39	104	69	112	205	544	58	350	193	295	53
ENSMUSG00000074882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074881	7	4	19	21	2	11	13	31	39	19	15	17	3	7	8
ENSMUSG00000039879	2912	3845	3979	3466	2165	2894	2849	2874	3398	4970	1987	3845	3072	3936	1700
ENSMUSG00000039878	51	82	96	114	34	46	93	50	67	121	73	114	59	77	56
ENSMUSG00000053536	15478	18348	20668	19125	11480	14696	12980	13819	16565	21162	11676	17709	15318	16163	9849
ENSMUSG00000039873	230	165	243	368	138	208	145	208	278	439	181	328	259	240	97
ENSMUSG00000074887	0	4	0	0	0	0	2	0	0	0	1	0	1	0	1
ENSMUSG00000074885	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0
ENSMUSG00000074886	12208	14538	14933	18006	8606	11350	11371	11023	11090	17038	9340	13550	11839	12175	7926
ENSMUSG00000074884	5552	5485	6327	7661	3191	4861	4703	5120	6361	8493	3821	7237	5152	5231	3431
ENSMUSG00000090369	12	5	25	43	1	9	22	22	31	29	13	33	11	34	5
ENSMUSG00000090368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046908	35	27	38	13	38	15	3	37	22	55	23	34	17	9	12
ENSMUSG00000046909	654	691	882	747	431	704	500	617	753	983	460	868	654	694	354
ENSMUSG00000053541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090363	234	217	347	273	160	194	150	285	181	312	126	230	200	236	127
ENSMUSG00000090362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000090367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090366	0	0	0	0	0	0	4	0	5	0	0	3	0	3	0
ENSMUSG00000090365	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000090364	3	3	13	3	13	9	3	8	3	20	5	4	17	4	8
ENSMUSG00000074852	0	0	4	1	1	5	0	0	0	1	1	0	0	4	1
ENSMUSG00000074854	0	2	1	1	6	0	5	1	5	3	0	0	0	0	1
ENSMUSG00000069236	24	16	27	28	12	12	24	30	25	38	16	48	28	23	16
ENSMUSG00000074857	3	4	9	2	0	4	0	3	3	0	3	1	3	5	1
ENSMUSG00000039883	13	17	30	18	12	13	23	8	23	36	38	15	17	15	3
ENSMUSG00000069237	18813	22708	25974	25092	13581	18873	16025	17233	19905	26542	14416	22500	17903	18463	12376
ENSMUSG00000074856	5	2	9	2	3	0	0	1	5	1	3	2	5	1	0
ENSMUSG00000074859	0	5	6	1	1	0	2	7	6	6	2	5	8	0	1
ENSMUSG00000074858	1	3	2	2	1	2	2	1	2	2	1	7	1	0	2
ENSMUSG00000039886	1957	1968	2090	2707	1250	1423	1540	1808	1795	2545	1289	2301	1856	1814	1154
ENSMUSG00000053545	38	45	40	55	21	33	72	20	50	56	22	70	59	76	25
ENSMUSG00000039887	1435	1221	1412	1462	741	1142	1048	1084	1432	1711	764	1654	1106	1169	755
ENSMUSG00000090358	19	12	24	1	8	2	18	21	31	28	7	29	34	16	14
ENSMUSG00000090357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053553	1203	1399	1653	1880	787	1134	1024	1032	1134	1826	816	1398	1220	1075	685
ENSMUSG00000053552	1315	1277	1659	2087	966	1046	1443	1288	1307	2036	912	1412	1146	1560	836
ENSMUSG00000053550	41331	47280	46321	60298	22650	31144	32085	26146	34741	47075	27690	41239	31245	31721	22385
ENSMUSG00000090350	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090352	1	2	7	13	1	2	1	3	7	7	0	12	16	0	0
ENSMUSG00000090351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090354	0	8	0	0	0	0	1	0	1	0	0	0	1	0	0
ENSMUSG00000090353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074860	169	183	232	142	127	179	123	198	246	234	116	166	135	181	94
ENSMUSG00000090356	30	61	66	33	28	37	32	36	28	65	41	27	82	130	23
ENSMUSG00000090355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074863	24	18	45	17	17	26	14	38	24	35	17	28	18	18	11
ENSMUSG00000069223	30	31	44	34	25	54	26	32	21	75	5	49	36	45	26
ENSMUSG00000074862	67	100	90	73	50	38	52	56	90	90	41	82	67	48	44
ENSMUSG00000074861	32	16	29	57	22	19	37	35	58	67	23	81	50	70	16
ENSMUSG00000074868	12	7	16	6	12	15	13	10	12	30	6	24	16	20	16
ENSMUSG00000074867	174	126	153	179	96	173	143	205	266	285	90	179	115	189	112
ENSMUSG00000039891	298	332	406	462	227	351	371	314	562	638	332	765	401	542	229
ENSMUSG00000069227	21182	30591	28537	36498	15699	20920	19485	17240	19034	27328	18243	21445	20446	18874	14047
ENSMUSG00000074865	346	302	456	388	260	424	305	317	470	513	257	544	314	358	243
ENSMUSG00000039899	304	317	682	442	183	294	107	214	597	975	159	1025	686	733	190
ENSMUSG00000053559	274	150	223	286	62	142	162	134	303	378	106	308	248	237	85
ENSMUSG00000053560	1418	2350	3332	3110	2053	1574	1744	1197	1305	2675	1597	1003	1512	2452	1443
ENSMUSG00000090389	220	273	282	210	206	258	175	242	275	406	180	290	283	385	129
ENSMUSG00000046922	2060	140	157	95	55	137	96	136	638	214	87	1766	54	157	224
ENSMUSG00000090388	0	0	0	0	0	0	0	0	1	0	0	0	2	4	1
ENSMUSG00000090387	6	10	4	3	4	1	19	14	8	11	2	17	2	21	3
ENSMUSG00000046924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090386	19	38	28	45	12	44	41	19	51	67	17	37	44	38	14
ENSMUSG00000090385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090384	535	431	672	698	308	442	472	467	507	644	334	611	423	503	225
ENSMUSG00000090383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090380	10	1	1	0	0	0	0	1	6	13	0	7	0	0	0
ENSMUSG00000090381	687	695	815	906	456	636	572	530	689	864	441	777	657	754	503
ENSMUSG00000074832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074834	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0
ENSMUSG00000008590	4	2	4	0	0	3	4	1	1	19	0	8	1	1	0
ENSMUSG00000074830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053565	9749	10516	11797	14015	6712	9201	8546	9185	10733	14899	7674	13070	10070	11340	6749
ENSMUSG00000074837	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0
ENSMUSG00000051306	4452	4757	5577	5371	3184	4623	4014	4539	4508	6803	3006	4954	3959	4821	2621
ENSMUSG00000074839	24	27	19	35	19	38	32	24	14	20	19	30	20	33	19
ENSMUSG00000074838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053574	395	410	530	547	293	455	345	420	503	480	294	491	412	458	228
ENSMUSG00000090379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090378	1210156	1080156	1327090	1504500	665390	987430	1019931	824281	949161	1415758	752852	1213297	895159	934816	692941
ENSMUSG00000090377	97	107	108	116	43	60	64	44	139	93	45	83	66	51	25
ENSMUSG00000069208	749	724	1008	656	516	704	639	775	775	943	474	841	634	863	498
ENSMUSG00000090371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046916	122	64	174	151	108	169	99	100	212	220	83	194	139	146	74
ENSMUSG00000090374	6	0	0	0	0	0	0	0	3	0	0	0	4	0	1
ENSMUSG00000090373	43	74	59	82	40	45	45	63	96	98	32	64	32	49	34
ENSMUSG00000008575	12935	14279	15932	14919	8696	13466	11012	11394	13111	17297	8542	14872	10783	13507	7997
ENSMUSG00000074846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051319	2377	2455	2796	3042	1556	2028	1962	2188	2339	3336	1706	2832	2174	2153	1453
ENSMUSG00000069204	1598	1517	2043	1560	1212	1452	1344	1547	1986	2180	937	1988	1487	1887	951
ENSMUSG00000074844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090370	1	8	0	0	0	3	1	1	0	1	0	0	0	0	0
ENSMUSG00000069206	2317	2950	3396	2768	1889	2652	2208	2287	2379	3463	1652	2930	2133	3011	1745
ENSMUSG00000074843	11	11	19	30	14	24	10	21	25	13	17	31	23	14	4
ENSMUSG00000069200	24	16	21	14	11	10	13	22	24	24	15	26	19	16	7
ENSMUSG00000074841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051314	7	1	1	2	1	0	1	3	8	8	7	10	1	4	0
ENSMUSG00000074849	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1
ENSMUSG00000051316	1021	1333	1380	1431	775	1076	1088	1027	1123	1555	697	1424	1201	1404	874
ENSMUSG00000074847	54	68	101	64	53	67	58	45	52	70	57	37	44	32	25
ENSMUSG00000042694	1661	1898	2123	2395	1187	1633	1434	1523	1799	2340	1303	1887	1639	1776	1100
ENSMUSG00000051335	35150	41708	39320	40096	21400	24670	24870	27972	21330	34482	20720	30273	33640	27924	20342
ENSMUSG00000051339	13666	18517	16336	18837	10563	11801	12505	12057	11989	17998	10508	14801	15682	13080	9740
ENSMUSG00000090432	479	197	395	156	267	323	194	592	269	565	231	427	442	508	295
ENSMUSG00000030945	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ENSMUSG00000090433	144	126	172	133	132	153	129	202	219	324	78	225	149	240	90
ENSMUSG00000090430	932	1099	1267	1449	695	877	902	952	1073	1497	649	1447	884	949	558
ENSMUSG00000090431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000030942	7385	8566	9510	9940	5148	7187	5783	6075	7527	9834	5209	9260	6928	6945	4673
ENSMUSG00000090438	4	2	9	1	2	4	0	17	13	7	6	4	16	13	1
ENSMUSG00000090439	7	12	2	17	0	7	23	3	65	41	5	43	10	15	6
ENSMUSG00000090436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051331	11285	12051	13284	12373	6616	9866	7410	8234	11123	13865	7904	9386	8406	9412	5381
ENSMUSG00000090434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000042699	21433	25805	30377	23990	16711	22324	18887	21053	25293	30160	14853	25403	20819	23229	13974
ENSMUSG00000090435	10	4	18	15	8	20	12	18	26	20	8	30	4	20	8
ENSMUSG00000030946	1756	2060	1906	3105	927	1615	1434	1117	1518	2367	1473	2199	1627	1291	1112
ENSMUSG00000051323	3014	6046	5586	8063	2808	3911	3297	1936	5646	6273	3523	4724	3323	4132	2340
